pathway,pval,padj,log2err,ES,NES,size,leadingEdge
AATGTGA_MIR23A_MIR23B,0.624413145539906,0.915514879840618,0.0560595875032335,-0.339796074389868,-0.902541394400069,44,ENSG00000109606|ENSG00000175130|ENSG00000138413|ENSG00000167770|ENSG00000112739|ENSG00000120802|ENSG00000198900|ENSG00000186432|ENSG00000154146|ENSG00000145012|ENSG00000108091|ENSG00000137815
ABE_INNER_EAR,0.214285714285714,0.740254765917398,0.12384217120105,-0.589901142294487,-1.22025056717971,12,ENSG00000123384|ENSG00000117691
ABRAMSON_INTERACT_WITH_AIRE,0.158940397350993,0.698804185351271,0.140406238523342,-0.525349876387905,-1.27145121651908,26,ENSG00000092201|ENSG00000153201|ENSG00000113368|ENSG00000108654|ENSG00000205339|ENSG00000089154|ENSG00000047315|ENSG00000132646|ENSG00000101361
ACAACTT_MIR382,0.0727272727272727,0.55664517655409,0.224966093540314,-0.708185859717573,-1.43403901245792,11,ENSG00000109606|ENSG00000266028|ENSG00000065978|ENSG00000187522|ENSG00000015479|ENSG00000198900|ENSG00000197045
ACACTAC_MIR1423P,0.195979899497487,0.726954707511322,0.12563992130984,-0.536101905295226,-1.22480518785872,18,ENSG00000146676|ENSG00000189403
ACACTCC_MIR122A,0.378571428571429,0.838855003381631,0.0880945010398517,-0.519340841896729,-1.07429179475585,12,ENSG00000135862|ENSG00000160014|ENSG00000115207|ENSG00000090060|ENSG00000122884|ENSG00000108091|ENSG00000062485|ENSG00000198752
ACACTGG_MIR199A_MIR199B,0.296482412060302,0.786974076092334,0.0985499803531691,-0.489245902621296,-1.11775562397824,18,ENSG00000153201|ENSG00000135862|ENSG00000186432|ENSG00000089597|ENSG00000134371|ENSG00000158417|ENSG00000091164
ACAGGGT_MIR10A_MIR10B,0.142599277978339,0.678615657822486,0.156312403073186,-0.666112067913814,-1.32609199338008,10,ENSG00000146676|ENSG00000187522
ACATTCC_MIR1_MIR206,0.0207167719235084,0.384565643889004,0.352487857583619,-0.615606282231502,-1.54154619819807,34,ENSG00000109606|ENSG00000088247|ENSG00000266028|ENSG00000108654|ENSG00000164902|ENSG00000111786|ENSG00000015479|ENSG00000115053|ENSG00000140395
ACAWNRNSRCGG_UNKNOWN,0.0469314079422383,0.496940668796121,0.282013350011725,-0.754584438246375,-1.5022222687267,10,ENSG00000166165|ENSG00000102317|ENSG00000108654|ENSG00000116560
ACCAAAG_MIR9,0.3008,0.788123808420651,0.0949751525905595,-0.423292471931071,-1.09794796907892,40,ENSG00000120708|ENSG00000136231|ENSG00000153201|ENSG00000138107|ENSG00000100522|ENSG00000100664|ENSG00000105887|ENSG00000117505|ENSG00000110108|ENSG00000145012|ENSG00000108091|ENSG00000120053
ACCATTT_MIR522,0.358851674641148,0.827117671750385,0.108820126769161,0.470354939480778,1.09148971403573,16,ENSG00000197712|ENSG00000108424|ENSG00000108582
ACCTGTTG_UNKNOWN,0.256637168141593,0.765925308609823,0.11101149245045,-0.563368122907015,-1.18719972576985,13,ENSG00000134684|ENSG00000164237|ENSG00000158545|ENSG00000143924
ACEVEDO_LIVER_CANCER_DN,0.605187319884726,0.912112683081101,0.0886261133285098,0.296230437907606,0.943862940588112,71,ENSG00000092820|ENSG00000147416|ENSG00000159335|ENSG00000166741|ENSG00000060971|ENSG00000133112|ENSG00000092621|ENSG00000106588|ENSG00000205220|ENSG00000197892|ENSG00000197958|ENSG00000084207|ENSG00000197081|ENSG00000179163|ENSG00000164466|ENSG00000004478
ACEVEDO_LIVER_CANCER_UP,0.747747747747748,0.950382570379059,0.0387962208304479,-0.278255456322921,-0.889755915241207,176,ENSG00000166165|ENSG00000096401|ENSG00000149257|ENSG00000109606|ENSG00000069248|ENSG00000104324|ENSG00000106066|ENSG00000155561|ENSG00000164902|ENSG00000105887|ENSG00000138801|ENSG00000187522|ENSG00000073050|ENSG00000069329|ENSG00000113141|ENSG00000188021|ENSG00000125971|ENSG00000110108|ENSG00000115207|ENSG00000170860|ENSG00000122218|ENSG00000143947|ENSG00000056097|ENSG00000197045|ENSG00000026025|ENSG00000196419|ENSG00000164332|ENSG00000164885|ENSG00000115365|ENSG00000102024|ENSG00000115128
ACEVEDO_LIVER_TUMOR_VS_NORMAL_ADJACENT_TISSUE_DN,0.424623115577889,0.862045291962758,0.101350743797099,0.405353435745444,1.03281966454591,26,ENSG00000092820|ENSG00000147416|ENSG00000060971|ENSG00000092621|ENSG00000117984
ACEVEDO_LIVER_TUMOR_VS_NORMAL_ADJACENT_TISSUE_UP,0.829329962073325,0.971187754004776,0.0330894161454377,-0.264393701217042,-0.854552160427057,198,ENSG00000096401|ENSG00000149257|ENSG00000069248|ENSG00000104324|ENSG00000106066|ENSG00000213551|ENSG00000135862|ENSG00000139343|ENSG00000155561|ENSG00000100519|ENSG00000185721|ENSG00000138801|ENSG00000198824|ENSG00000187522|ENSG00000088986|ENSG00000138413|ENSG00000069329|ENSG00000143819|ENSG00000113141|ENSG00000125971|ENSG00000140395|ENSG00000145833|ENSG00000130520|ENSG00000115207|ENSG00000170860|ENSG00000122218|ENSG00000143947|ENSG00000090520|ENSG00000143368|ENSG00000197045|ENSG00000145912|ENSG00000196419|ENSG00000164332|ENSG00000164885
ACEVEDO_METHYLATED_IN_LIVER_CANCER_DN,0.363636363636364,0.830321852060983,0.11146266692298,0.407599839996904,1.0687015453008,29,ENSG00000102580|ENSG00000139684|ENSG00000101439|ENSG00000100226|ENSG00000128311
ACEVEDO_NORMAL_TISSUE_ADJACENT_TO_LIVER_TUMOR_DN,0.135693215339233,0.671380511834675,0.208955027549354,0.379047703933732,1.1979030255014,70,ENSG00000159335|ENSG00000166741|ENSG00000145050|ENSG00000092621|ENSG00000142634|ENSG00000114779|ENSG00000090861|ENSG00000128311|ENSG00000149260|ENSG00000130560|ENSG00000188229|ENSG00000197958|ENSG00000101444|ENSG00000164466|ENSG00000133313|ENSG00000164978|ENSG00000004478|ENSG00000100075
ACEVEDO_NORMAL_TISSUE_ADJACENT_TO_LIVER_TUMOR_UP,0.519900497512438,0.893641437741905,0.088894528862045,0.361217313844737,0.953265709732345,30,ENSG00000234745|ENSG00000169895
ACOSTA_PROLIFERATION_INDEPENDENT_MYC_TARGETS_DN,0.130973451327434,0.663268050544955,0.161978948883402,-0.638980448977527,-1.34653947029165,13,ENSG00000149257|ENSG00000213977
ACOSTA_PROLIFERATION_INDEPENDENT_MYC_TARGETS_UP,0.371681415929204,0.83635428022019,0.101713902282311,0.514519007411186,1.08249376702288,11,ENSG00000140263|ENSG00000083720
ACTACCT_MIR196A_MIR196B,0.202166064981949,0.733132425538734,0.128788713061714,-0.622358347867484,-1.23898734443452,10,ENSG00000136231|ENSG00000153201|ENSG00000160014
ACTAYRNNNCCCR_UNKNOWN,0.305084745762712,0.791055091283346,0.0919686140000427,-0.395850238608767,-1.08702597329579,53,ENSG00000100603|ENSG00000170604|ENSG00000138107|ENSG00000257727|ENSG00000035687|ENSG00000205339|ENSG00000143947|ENSG00000184743|ENSG00000110107
ACTGAAA_MIR30A3P_MIR30E3P,0.40765391014975,0.855878229442567,0.0802023444698144,-0.435643931307311,-1.03789769635067,23,ENSG00000113368|ENSG00000257727|ENSG00000106993|ENSG00000198900|ENSG00000108091|ENSG00000126945|ENSG00000116350|ENSG00000165660|ENSG00000177565
ACTGCAG_MIR173P,0.576363636363636,0.911581314625144,0.0670512579829467,-0.454701972227568,-0.920747510372395,11,ENSG00000138107|ENSG00000108654|ENSG00000056097|ENSG00000110367
ACTGCCT_MIR34B,0.40432612312812,0.852418012989104,0.0806388495950661,-0.436870552973508,-1.04082005497924,23,ENSG00000146676|ENSG00000138107|ENSG00000244462|ENSG00000168488|ENSG00000090060|ENSG00000175220|ENSG00000084073
ACTGTAG_MIR139,0.237315875613748,0.752890927892696,0.11101149245045,-0.505207946594998,-1.17692280282227,20,ENSG00000109606|ENSG00000169813|ENSG00000112739|ENSG00000198900|ENSG00000186432|ENSG00000137815|ENSG00000185009|ENSG00000116350
ACTGTGA_MIR27A_MIR27B,0.602693602693603,0.912112683081101,0.0611692626746689,-0.36786741065692,-0.906129830677521,31,ENSG00000029993|ENSG00000266028|ENSG00000169813
ACTTTAT_MIR1425P,0.1578073089701,0.69732847719702,0.141225119642531,-0.537053829258222,-1.26984057577913,22,ENSG00000136231|ENSG00000115677|ENSG00000115241|ENSG00000106993|ENSG00000122565|ENSG00000112739
ADA2_TARGET_GENES,0.558041958041958,0.902853143007137,0.0560595875032335,-0.315081387893934,-0.957948409111085,111,ENSG00000189403|ENSG00000066654|ENSG00000100575|ENSG00000183431|ENSG00000102317|ENSG00000106066|ENSG00000131469|ENSG00000189091|ENSG00000169813
ADNP_TARGET_GENES,0.710122699386503,0.938279915055326,0.0491927521045191,-0.313099076644467,-0.862105298774818,55,ENSG00000099624|ENSG00000100575|ENSG00000167005|ENSG00000164237|ENSG00000073050
AEBP2_TARGET_GENES,0.240915208613728,0.753974299243965,0.0978773277424561,-0.354211096607292,-1.10798906336979,143,ENSG00000146676|ENSG00000004700|ENSG00000214753|ENSG00000189403|ENSG00000136231|ENSG00000088247|ENSG00000101413|ENSG00000110048|ENSG00000160014|ENSG00000100664|ENSG00000179218|ENSG00000131558|ENSG00000069329|ENSG00000132434|ENSG00000110955|ENSG00000120802|ENSG00000130520|ENSG00000167378|ENSG00000140350|ENSG00000170860|ENSG00000167508|ENSG00000007080|ENSG00000205323|ENSG00000165934|ENSG00000145912|ENSG00000128951|ENSG00000110367
AFFAR_YY1_TARGETS_DN,0.559463986599665,0.903722874538591,0.0645031249656493,-0.390445289018561,-0.939333289981116,25,ENSG00000029993|ENSG00000120708|ENSG00000189403|ENSG00000113368
AFP1_Q6,0.480357142857143,0.885585555331677,0.0753093764172773,-0.479641403517763,-0.992170810873328,12,ENSG00000135862|ENSG00000257727|ENSG00000233276
AGCACTT_MIR93_MIR302A_MIR302B_MIR302C_MIR302D_MIR372_MIR373_MIR520E_MIR520A_MIR526B_MIR520B_MIR520C_MIR520D,0.345454545454545,0.817899655721199,0.088894528862045,-0.452060751584841,-1.08186025644099,24,ENSG00000146676|ENSG00000069345
AGCATTA_MIR155,0.898181818181818,0.987734040106744,0.0462302524077616,-0.327092832548111,-0.662345733302866,11,ENSG00000138069|ENSG00000134371
AGGAAGC_MIR5163P,0.440265486725664,0.869895549139583,0.0916795246008379,0.478080960591443,1.00583195667826,11,ENSG00000160307|ENSG00000155097
AGGTGCA_MIR500,0.164285714285714,0.705091989367801,0.143758989039275,-0.620579135006116,-1.28371007814234,12,ENSG00000146676|ENSG00000177733|ENSG00000187522|ENSG00000015479|ENSG00000145912|ENSG00000108091
AGUIRRE_PANCREATIC_CANCER_COPY_NUMBER_DN,0.350649350649351,0.82183845221074,0.0870515867946735,-0.416362801788718,-1.06033022893911,37,ENSG00000167978|ENSG00000099995|ENSG00000094916|ENSG00000128245|ENSG00000134684|ENSG00000168564|ENSG00000198042
AGUIRRE_PANCREATIC_CANCER_COPY_NUMBER_UP,0.821428571428571,0.969819923151918,0.0699458736501659,0.283321113922515,0.828558164567207,46,ENSG00000108424|ENSG00000241685|ENSG00000141349|ENSG00000099341|ENSG00000092108|ENSG00000137161|ENSG00000102699
AHRARNT_01,0.0938628158844765,0.601417301778313,0.195789002148949,-0.704104599886814,-1.40172730293906,10,ENSG00000167978|ENSG00000175130
AHRR_TARGET_GENES,0.409214092140921,0.856359445140939,0.0694481442003175,-0.327856982267449,-1.02324418046188,139,ENSG00000178209|ENSG00000092201|ENSG00000135829|ENSG00000109606|ENSG00000189403|ENSG00000153201|ENSG00000167460|ENSG00000134684|ENSG00000197299|ENSG00000101413|ENSG00000087365|ENSG00000125676|ENSG00000055130|ENSG00000197894|ENSG00000088986|ENSG00000167770|ENSG00000125971|ENSG00000100304|ENSG00000168488|ENSG00000198898|ENSG00000089597|ENSG00000145012|ENSG00000063177
AHR_Q5,0.113486842105263,0.639090095991535,0.16823816568964,-0.583210162324698,-1.34801237144052,19,ENSG00000092201|ENSG00000119669|ENSG00000257727|ENSG00000140350|ENSG00000154146
AIZARANI_LIVER_C10_MVECS_1,0.873303167420815,0.979615961056087,0.057609110864425,0.331290477514776,0.708248203110736,12,ENSG00000132688|ENSG00000113140
AIZARANI_LIVER_C11_HEPATOCYTES_1,0.512376237623762,0.893148008521231,0.0894366833718621,0.360036223408111,0.966362833581274,32,ENSG00000159335|ENSG00000166741|ENSG00000132541|ENSG00000115457|ENSG00000140263|ENSG00000169738|ENSG00000111713|ENSG00000135069|ENSG00000146085|ENSG00000167315|ENSG00000075239
AIZARANI_LIVER_C13_LSECS_2,0.0292494070159075,0.427877048041808,0.352487857583619,-0.750050777851496,-1.51881326350177,11,ENSG00000149257|ENSG00000130508|ENSG00000167460|ENSG00000166825|ENSG00000075618|ENSG00000175130
AIZARANI_LIVER_C14_HEPATOCYTES_2,0.0218802101186843,0.388637936670445,0.352487857583619,0.611747784209845,1.49326628318437,22,ENSG00000159335|ENSG00000166741|ENSG00000132541|ENSG00000130005|ENSG00000140263|ENSG00000184117|ENSG00000128311|ENSG00000169738
AIZARANI_LIVER_C18_NK_NKT_CELLS_5,0.469626168224299,0.880427449082176,0.0911073131586733,0.43536057509239,0.988788136400174,15,ENSG00000147416|ENSG00000135046|ENSG00000101439|ENSG00000096384|ENSG00000151929
AIZARANI_LIVER_C1_NK_NKT_CELLS_1,0.287946428571429,0.782129250915328,0.118815039412263,0.575381435772607,1.16573085130786,10,ENSG00000234745|ENSG00000100030|ENSG00000166441
AIZARANI_LIVER_C20_LSECS_3,0.408637873754153,0.856359445140939,0.0799858801499946,-0.426043875868,-1.03723286924647,27,ENSG00000149257|ENSG00000130508|ENSG00000175130|ENSG00000105401|ENSG00000115053|ENSG00000198900
AIZARANI_LIVER_C21_STELLATE_CELLS_1,0.269736842105263,0.771009550386522,0.103197466945307,-0.491320309943131,-1.13562125444343,19,ENSG00000142156|ENSG00000167460|ENSG00000159176|ENSG00000135862|ENSG00000123384|ENSG00000088986
AIZARANI_LIVER_C23_KUPFFER_CELLS_3,0.095959595959596,0.603972305345303,0.231126709673834,0.542921603956527,1.31145551401167,21,ENSG00000147416|ENSG00000135046|ENSG00000142634|ENSG00000105835|ENSG00000197956|ENSG00000177156|ENSG00000088832|ENSG00000168461
AIZARANI_LIVER_C24_EPCAM_POS_BILE_DUCT_CELLS_3,0.55940594059406,0.903722874538591,0.0637845390312975,-0.396857356568072,-0.93241595428443,21,ENSG00000213977|ENSG00000162909|ENSG00000167460|ENSG00000166825
AIZARANI_LIVER_C25_KUPFFER_CELLS_4,0.665,0.926372155287818,0.0560595875032335,-0.377884337218941,-0.853852646033185,17,ENSG00000120708|ENSG00000026297|ENSG00000106066|ENSG00000233276
AIZARANI_LIVER_C29_MVECS_2,0.344884488448845,0.817752586690907,0.088894528862045,-0.436167622826286,-1.07849691248233,29,ENSG00000178209|ENSG00000124942|ENSG00000167460|ENSG00000159176
AIZARANI_LIVER_C2_KUPFFER_CELLS_1,0.5108153078203,0.893148008521231,0.0686325631836726,-0.406436471181311,-0.96831252965258,23,ENSG00000120708|ENSG00000026297|ENSG00000106066|ENSG00000205542|ENSG00000233276
AIZARANI_LIVER_C30_HEPATOCYTES_4,0.403333333333333,0.852090946045539,0.0808589150280032,-0.456378224059104,-1.03121435800346,17,ENSG00000110063|ENSG00000185088
AIZARANI_LIVER_C33_STELLATE_CELLS_2,0.211129296235679,0.739872274967833,0.118815039412263,-0.51599139928347,-1.20204372866628,20,ENSG00000142156|ENSG00000130508|ENSG00000167460|ENSG00000135862
AIZARANI_LIVER_C34_MHC_II_POS_B_CELLS,0.52796052631579,0.895851135809192,0.066436413766281,-0.406626110936018,-0.939861928858718,19,ENSG00000026297|ENSG00000105887|ENSG00000110367|ENSG00000063177|ENSG00000167658|ENSG00000108848|ENSG00000177600|ENSG00000177954
AIZARANI_LIVER_C39_EPCAM_POS_BILE_DUCT_CELLS_4,0.70076726342711,0.935521624002029,0.0743625384422526,0.352731457488277,0.843565085030197,20,ENSG00000092820|ENSG00000164111|ENSG00000096384|ENSG00000197956
AIZARANI_LIVER_C3_NK_NKT_CELLS_2,0.430379746835443,0.862496762778349,0.100990587455923,0.37911623641988,1.01877288108373,33,ENSG00000234745|ENSG00000135046
AIZARANI_LIVER_C4_EPCAM_POS_BILE_DUCT_CELLS_1,0.661818181818182,0.926268823201338,0.0603786357920401,-0.42579103101988,-0.862204379342872,11,ENSG00000166165|ENSG00000166825|ENSG00000135862
AIZARANI_LIVER_C6_KUPFFER_CELLS_2,0.699335548172757,0.935376746198008,0.0535669384770951,-0.346639573406256,-0.843917680041811,27,ENSG00000120708|ENSG00000026297|ENSG00000106066
AIZARANI_LIVER_C7_EPCAM_POS_BILE_DUCT_CELLS_2,0.23,0.746156785606896,0.114266502484433,-0.531002919599529,-1.19983339687538,17,ENSG00000166165|ENSG00000167460|ENSG00000166825|ENSG00000135862|ENSG00000115306
AIZARANI_LIVER_C9_LSECS_1,0.210963455149502,0.739872274967833,0.119887845115423,-0.498530504106894,-1.21370650881482,27,ENSG00000149257|ENSG00000130508|ENSG00000167460|ENSG00000075618|ENSG00000175130|ENSG00000105401|ENSG00000198900|ENSG00000198898
AKT_UP.V1_UP,0.245327102803738,0.758283772302464,0.133554954557592,0.531676021093124,1.18453936973472,14,ENSG00000072274|ENSG00000109107|ENSG00000135842|ENSG00000108828
AKT_UP_MTOR_DN.V1_DN,0.821238938053097,0.969819923151918,0.0490939668192139,-0.353156398599171,-0.744215305273856,13,ENSG00000100714|ENSG00000132434|ENSG00000141756
AKT_UP_MTOR_DN.V1_UP,0.0825892857142857,0.574559643490749,0.234392647294686,0.678817381659995,1.37529352705396,10,ENSG00000143256|ENSG00000109107|ENSG00000135842|ENSG00000108828|ENSG00000103035
ALCALAY_AML_BY_NPM1_LOCALIZATION_DN,0.662404092071611,0.926268823201338,0.077274697304471,0.361352983754607,0.864183655853834,20,ENSG00000160307|ENSG00000113140|ENSG00000130005|ENSG00000104738|ENSG00000073111|ENSG00000119318|ENSG00000213465|ENSG00000112992|ENSG00000167315|ENSG00000075239
ALCALAY_AML_BY_NPM1_LOCALIZATION_UP,0.0231087595369743,0.394729380584952,0.352487857583619,0.743091890813522,1.61552591008447,13,ENSG00000147416|ENSG00000134202|ENSG00000172725|ENSG00000115457
ALCALA_APOPTOSIS,1,1,0.055826471778749,0.207276172573441,0.513311073871967,23,ENSG00000292334|ENSG00000213585|ENSG00000177156|ENSG00000067560
ALFANO_MYC_TARGETS,0.333333333333333,0.809022763221237,0.0878312634480124,-0.408566840119357,-1.08520525509034,44,ENSG00000178209|ENSG00000029993|ENSG00000087077|ENSG00000138107|ENSG00000159176|ENSG00000197299|ENSG00000129083
ALKBH3_TARGET_GENES,0.671826625386997,0.927466038776013,0.0521630305460055,-0.324589276899973,-0.88613941705646,51,ENSG00000189403|ENSG00000153201|ENSG00000183431|ENSG00000170248|ENSG00000122218|ENSG00000175220|ENSG00000122884|ENSG00000115128|ENSG00000084073
ALONSO_METASTASIS_UP,0.978428351309707,1,0.0346410167413251,-0.241045313016285,-0.661923349877986,53,ENSG00000096401|ENSG00000100664|ENSG00000117751|ENSG00000138069|ENSG00000184743|ENSG00000145912|ENSG00000079246
AMEF2_Q6,0.803827751196172,0.966301825574471,0.0642140881844605,0.33004170430828,0.765883581137628,16,ENSG00000102753
AMIT_EGF_RESPONSE_480_HELA,0.462562396006656,0.878393253955834,0.0736212741014394,-0.42104849380268,-1.00312486956566,23,ENSG00000178209|ENSG00000149257|ENSG00000108010|ENSG00000139343
AML1_01,0.0519262981574539,0.506938565580322,0.257206466468838,-0.640999016188923,-1.46445836637753,18,ENSG00000092201|ENSG00000088986|ENSG00000110108|ENSG00000026025|ENSG00000174243|ENSG00000131236
AML1_Q6,0.0519262981574539,0.506938565580322,0.257206466468838,-0.640999016188923,-1.46445836637753,18,ENSG00000092201|ENSG00000088986|ENSG00000110108|ENSG00000026025|ENSG00000174243|ENSG00000131236
AML_Q6,0.114566284779051,0.642095175865056,0.166933848713193,-0.577501759938644,-1.34533709242433,20,ENSG00000239306|ENSG00000092201|ENSG00000233276|ENSG00000179218|ENSG00000110108|ENSG00000026025|ENSG00000168036|ENSG00000108848|ENSG00000116350|ENSG00000126947|ENSG00000115756
AMUNDSON_RESPONSE_TO_ARSENITE,0.596694214876033,0.912112683081101,0.0607719451853533,-0.380263898573395,-0.91003785969828,24,ENSG00000149257|ENSG00000131469|ENSG00000257727|ENSG00000085872|ENSG00000116752
ANDERSEN_LIVER_CANCER_KRT19_UP,0.947735191637631,0.99795531636458,0.0418238690062304,-0.28904975366584,-0.618992197819606,14,ENSG00000055044|ENSG00000122565
ANDERSON_BLOOD_CN54GP140_ADJUVANTED_WITH_GLA_AF_AGE_18_45YO_1DY_DN,0.19908466819222,0.730229671011794,0.148261500475107,0.568372758303493,1.2356761377388,13,ENSG00000147416|ENSG00000147065|ENSG00000071127
ANDERSON_BLOOD_CN54GP140_ADJUVANTED_WITH_GLA_AF_AGE_18_45YO_3DY_DN,0.167410714285714,0.708373915392108,0.160801401070022,0.629936381447235,1.27625993568637,10,ENSG00000134996
AP1FJ_Q2,0.410385259631491,0.856370587937408,0.0802023444698144,-0.432316088477526,-1.0400660607844,25,ENSG00000123213|ENSG00000135862|ENSG00000160014|ENSG00000205323|ENSG00000026025|ENSG00000145012
AP1_01,0.502454991816694,0.890697271198542,0.0686325631836726,-0.416405991515882,-0.970051460888303,20,ENSG00000178209|ENSG00000135862
AP1_C,0.526666666666667,0.895333333333333,0.0672065093710464,-0.414455801527061,-0.936488094219819,17,ENSG00000178209|ENSG00000135862
AP1_Q2,0.384359400998336,0.841666278767066,0.0833634065110386,-0.442087479765707,-1.05324909601604,23,ENSG00000123213|ENSG00000138107|ENSG00000135862|ENSG00000160014
AP1_Q2_01,0.440766550522648,0.869895549139583,0.0785029047348687,-0.466032614171879,-1.01148865415301,15,ENSG00000266028|ENSG00000159352|ENSG00000145012|ENSG00000108819|ENSG00000197102|ENSG00000143198|ENSG00000164024
AP1_Q4,0.975062344139651,1,0.0570059526582387,0.249843226967236,0.61872666569405,23,ENSG00000167553|ENSG00000118939|ENSG00000119318|ENSG00000166441
AP1_Q4_01,0.60958904109589,0.912476406396219,0.0614364107201271,-0.40369556636162,-0.890862049313845,16,ENSG00000135862|ENSG00000159352
AP1_Q6,0.360330578512397,0.828239336776052,0.0865399737444125,-0.44782538683581,-1.07172428958821,24,ENSG00000178209|ENSG00000135862|ENSG00000159352|ENSG00000233276|ENSG00000026025|ENSG00000145012
AP1_Q6_01,0.956448911222781,0.999242611927093,0.0395979123961192,-0.269881198261488,-0.616584064468427,18,ENSG00000135862|ENSG00000233276|ENSG00000145012|ENSG00000243910|ENSG00000134318|ENSG00000100201
AP2ALPHA_01,0.123953098827471,0.652212480965124,0.161978948883402,-0.59092764428616,-1.35006280936877,18,ENSG00000124942|ENSG00000175130|ENSG00000123384|ENSG00000134001
AP2GAMMA_01,0.665486725663717,0.926372155287818,0.0588438169595807,-0.402424368641833,-0.848038929908611,13,ENSG00000175130|ENSG00000134001
AP2REP_01,0.290940766550523,0.784116627047446,0.102080107662747,-0.537846369314853,-1.15178339372113,14,ENSG00000239306|ENSG00000175130|ENSG00000160014
AP2_Q3,0.0652173913043478,0.543373617200981,0.227987202850442,-0.568117281506551,-1.40714039497627,32,ENSG00000146676|ENSG00000115677|ENSG00000175130|ENSG00000124571
AP2_Q6,0.181364392678869,0.722143908675616,0.130777137971974,-0.520258854183382,-1.23948809442283,23,ENSG00000115677|ENSG00000138107|ENSG00000175130|ENSG00000108654|ENSG00000069329
AP2_Q6_01,0.193333333333333,0.726172839506173,0.126253987849115,-0.550096566732692,-1.24297665400813,17,ENSG00000136231|ENSG00000115677|ENSG00000175130
AP3_Q6,0.191637630662021,0.725615482686139,0.130105630751129,-0.576376982314852,-1.25098278617772,15,ENSG00000177733|ENSG00000115677|ENSG00000123384
