pathway,pval,padj,log2err,ES,NES,size,leadingEdge
MODULE_183,1.93443359209433e-05,0.015423481,0.575610261,-0.763112435,-2.077980384,30,ENSG00000136231|ENSG00000138385|ENSG00000079785|ENSG00000099995|ENSG00000102317|ENSG00000177733|ENSG00000088247|ENSG00000136450|ENSG00000122566|ENSG00000116560|ENSG00000111786|ENSG00000117751
GOCC_CYTOSOLIC_RIBOSOME,2.36994779773508e-05,0.016270626,0.575610261,-0.583311979,-1.913814458,71,ENSG00000142937|ENSG00000174444|ENSG00000198242|ENSG00000233927|ENSG00000144713|ENSG00000136942|ENSG00000163481|ENSG00000130255|ENSG00000100316|ENSG00000089009|ENSG00000172809|ENSG00000122406|ENSG00000197728|ENSG00000149806|ENSG00000186468|ENSG00000122026|ENSG00000198755|ENSG00000116251|ENSG00000142534|ENSG00000213741|ENSG00000137154|ENSG00000109475|ENSG00000114391|ENSG00000112249|ENSG00000174748|ENSG00000171858|ENSG00000197958|ENSG00000131469|ENSG00000108298|ENSG00000161970|ENSG00000063177|ENSG00000189058|ENSG00000037241|ENSG00000105640|ENSG00000164587|ENSG00000161016|ENSG00000204628
KEGG_MEDICUS_REFERENCE_TRANSLATION_INITIATION,2.18713351694305e-05,0.016270626,0.575610261,-0.611336931,-1.947988971,61,ENSG00000142937|ENSG00000174444|ENSG00000198242|ENSG00000233927|ENSG00000144713|ENSG00000136942|ENSG00000130255|ENSG00000100316|ENSG00000089009|ENSG00000172809|ENSG00000122406|ENSG00000197728|ENSG00000149806|ENSG00000186468|ENSG00000122026|ENSG00000198755|ENSG00000116251|ENSG00000142534|ENSG00000213741|ENSG00000137154|ENSG00000109475|ENSG00000114391|ENSG00000174748|ENSG00000171858|ENSG00000197958|ENSG00000131469|ENSG00000108298|ENSG00000161970|ENSG00000063177|ENSG00000105640|ENSG00000164587|ENSG00000161016
REACTOME_EUKARYOTIC_TRANSLATION_INITIATION,2.42331192213669e-05,0.016270626,0.575610261,-0.556607414,-1.881870841,88,ENSG00000142937|ENSG00000174444|ENSG00000198242|ENSG00000233927|ENSG00000144713|ENSG00000136942|ENSG00000130255|ENSG00000100316|ENSG00000089009|ENSG00000172809|ENSG00000122406|ENSG00000197728|ENSG00000100664|ENSG00000149806|ENSG00000186468|ENSG00000122026|ENSG00000084623|ENSG00000198755|ENSG00000292158|ENSG00000116251|ENSG00000142534|ENSG00000280858|ENSG00000213741|ENSG00000137154|ENSG00000109475|ENSG00000114391|ENSG00000174748|ENSG00000223367|ENSG00000171858|ENSG00000197958|ENSG00000131469|ENSG00000108298|ENSG00000161970|ENSG00000063177|ENSG00000037241|ENSG00000105640|ENSG00000164587|ENSG00000278229|ENSG00000134001|ENSG00000161016
GOBP_REGULATION_OF_CELL_MORPHOGENESIS,2.68700169955351e-05,0.016322896,0.575610261,0.796235125,1.876197413,23,ENSG00000092820|ENSG00000160307|ENSG00000137055|ENSG00000147065|ENSG00000135046|ENSG00000144791
KEGG_RIBOSOME,2.58009979664025e-05,0.016322896,0.575610261,-0.603296793,-1.933957963,62,ENSG00000142937|ENSG00000174444|ENSG00000198242|ENSG00000233927|ENSG00000144713|ENSG00000136942|ENSG00000130255|ENSG00000100316|ENSG00000089009|ENSG00000172809|ENSG00000122406|ENSG00000197728|ENSG00000149806|ENSG00000186468|ENSG00000122026|ENSG00000198755|ENSG00000116251|ENSG00000142534|ENSG00000213741|ENSG00000137154|ENSG00000109475|ENSG00000114391|ENSG00000174748|ENSG00000171858|ENSG00000197958|ENSG00000131469|ENSG00000108298|ENSG00000161970|ENSG00000063177|ENSG00000037241|ENSG00000105640
WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS,3.16982072309767e-05,0.018380638,0.557332239,-0.60658399,-1.957428549,63,ENSG00000142937|ENSG00000174444|ENSG00000198242|ENSG00000233927|ENSG00000144713|ENSG00000136942|ENSG00000130255|ENSG00000100316|ENSG00000089009|ENSG00000172809|ENSG00000122406|ENSG00000197728|ENSG00000149806|ENSG00000186468|ENSG00000122026|ENSG00000198755|ENSG00000116251|ENSG00000142534|ENSG00000213741|ENSG00000137154|ENSG00000109475|ENSG00000114391|ENSG00000174748|ENSG00000171858|ENSG00000197958|ENSG00000131469|ENSG00000108298|ENSG00000161970|ENSG00000063177|ENSG00000105640|ENSG00000164587|ENSG00000161016
GOBP_CYTOPLASMIC_TRANSLATION,4.26393259954936e-05,0.023649995,0.557332239,-0.530856392,-1.811214126,95,ENSG00000142937|ENSG00000174444|ENSG00000031698|ENSG00000135829|ENSG00000185721|ENSG00000198242|ENSG00000233927|ENSG00000144713|ENSG00000136942|ENSG00000130255|ENSG00000100316|ENSG00000089009|ENSG00000172809|ENSG00000122406|ENSG00000197728|ENSG00000100664|ENSG00000149806|ENSG00000186468|ENSG00000122026|ENSG00000167658|ENSG00000131171|ENSG00000084623|ENSG00000198755|ENSG00000116251|ENSG00000142534|ENSG00000213741|ENSG00000137154|ENSG00000109475|ENSG00000114391|ENSG00000174748|ENSG00000171858|ENSG00000197958|ENSG00000131469|ENSG00000108298|ENSG00000161970|ENSG00000063177|ENSG00000037241|ENSG00000105640|ENSG00000164587|ENSG00000161016|ENSG00000204628
GOCC_LYSOSOMAL_LUMEN,4.5253803460244e-05,0.024054282,0.557332239,-0.813755816,-2.002099967,19,ENSG00000173546|ENSG00000151176|ENSG00000063660|ENSG00000131238|ENSG00000010404|ENSG00000141012|ENSG00000213614|ENSG00000109323|ENSG00000196743
GOBP_NEGATIVE_REGULATION_OF_RNA_METABOLIC_PROCESS,6.78863391867745e-05,0.034641041,0.538434096,-0.495721497,-1.762650554,112,ENSG00000105810|ENSG00000136231|ENSG00000031698|ENSG00000135829|ENSG00000130726|ENSG00000146676|ENSG00000130749|ENSG00000099622|ENSG00000117505|ENSG00000122565|ENSG00000184357|ENSG00000189403|ENSG00000170604|ENSG00000119669|ENSG00000188976|ENSG00000177733|ENSG00000132434|ENSG00000173614|ENSG00000136450|ENSG00000136045|ENSG00000116350|ENSG00000116560|ENSG00000111786|ENSG00000132646|ENSG00000154727|ENSG00000047410|ENSG00000100603|ENSG00000168036|ENSG00000205323
GSE25123_WT_VS_PPARG_KO_MACROPHAGE_ROSIGLITAZONE_STIM_DN,7.10403144512378e-05,0.034856204,0.538434096,0.88067669,1.745140076,11,ENSG00000132688|ENSG00000178425|ENSG00000109107|ENSG00000128311|ENSG00000122729
REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE,8.44968736260637e-05,0.039923208,0.538434096,-0.542485429,-1.800924348,77,ENSG00000142937|ENSG00000174444|ENSG00000198242|ENSG00000233927|ENSG00000144713|ENSG00000136942|ENSG00000130255|ENSG00000100316|ENSG00000089009|ENSG00000172809|ENSG00000122406|ENSG00000197728|ENSG00000149806|ENSG00000186468|ENSG00000122026|ENSG00000140319|ENSG00000198755|ENSG00000292158|ENSG00000116251|ENSG00000142534|ENSG00000280858|ENSG00000213741|ENSG00000137154|ENSG00000109475|ENSG00000114391|ENSG00000174748|ENSG00000223367|ENSG00000171858|ENSG00000197958|ENSG00000131469|ENSG00000108298|ENSG00000161970|ENSG00000063177|ENSG00000037241|ENSG00000105640|ENSG00000164587|ENSG00000278229|ENSG00000161016
GNF2_DAP3,9.55780832312243e-05,0.040642987,0.538434096,-0.60966518,-1.937702017,57,ENSG00000142937|ENSG00000174444|ENSG00000087302|ENSG00000145833|ENSG00000198242|ENSG00000233927|ENSG00000144713|ENSG00000136450|ENSG00000100316|ENSG00000089009|ENSG00000109606|ENSG00000172809|ENSG00000122406|ENSG00000117751|ENSG00000186468|ENSG00000107625|ENSG00000187522|ENSG00000116251|ENSG00000213741|ENSG00000137154|ENSG00000114391|ENSG00000057663|ENSG00000197958|ENSG00000131469|ENSG00000108298
GOBP_NEGATIVE_REGULATION_OF_NUCLEOBASE_CONTAINING_COMPOUND_METABOLIC_PROCESS,9.55277253194068e-05,0.040642987,0.538434096,-0.473139499,-1.717835864,134,ENSG00000105810|ENSG00000136231|ENSG00000078237|ENSG00000031698|ENSG00000135829|ENSG00000130726|ENSG00000146676|ENSG00000130749|ENSG00000099622|ENSG00000117505|ENSG00000166848|ENSG00000122565|ENSG00000184357|ENSG00000189403|ENSG00000170604|ENSG00000119669|ENSG00000188976|ENSG00000177733|ENSG00000132434|ENSG00000173614|ENSG00000136450|ENSG00000136045|ENSG00000088986|ENSG00000116350|ENSG00000116560|ENSG00000111786|ENSG00000132646|ENSG00000154727|ENSG00000047410|ENSG00000100603|ENSG00000168036|ENSG00000205323
GOMF_EXTRACELLULAR_MATRIX_BINDING,9.53093247609598e-05,0.040642987,0.538434096,-0.893920994,-1.907011004,10,ENSG00000130508|ENSG00000120708|ENSG00000131981|ENSG00000063660
GOCC_COLLAGEN_CONTAINING_EXTRACELLULAR_MATRIX,0.000102397,0.042138106,0.538434096,-0.677284575,-1.927965766,36,ENSG00000142173|ENSG00000130508|ENSG00000142156|ENSG00000120708|ENSG00000131981|ENSG00000173546|ENSG00000063660|ENSG00000149257|ENSG00000135862|ENSG00000197747|ENSG00000130513|ENSG00000110169
GOBP_RIBOSOME_BIOGENESIS,0.000107115,0.04270206,0.538434096,-0.520245591,-1.766545567,92,ENSG00000142937|ENSG00000108592|ENSG00000065183|ENSG00000112578|ENSG00000117395|ENSG00000055044|ENSG00000113460|ENSG00000107833|ENSG00000233927|ENSG00000188976|ENSG00000135821|ENSG00000175467|ENSG00000136942|ENSG00000163811|ENSG00000136045|ENSG00000039123|ENSG00000198042|ENSG00000077348|ENSG00000172809|ENSG00000122406|ENSG00000100664|ENSG00000149806|ENSG00000053372|ENSG00000186468|ENSG00000119285|ENSG00000223496|ENSG00000142534|ENSG00000137154|ENSG00000114391|ENSG00000171858|ENSG00000131469|ENSG00000161970|ENSG00000139842|ENSG00000164167|ENSG00000037241|ENSG00000135372|ENSG00000130826|ENSG00000164587
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
